time_key,location_key,customer_key,totalRevenue
202401,3,CUST00307,442238.0
202401,3,CUST00278,20000000.0
202401,3,CUST00169,10000000.0
202401,2,CUST04613,30000000.0
202401,2,CUST04212,922082.0
202401,2,CUST04112,40000000.0
202401,2,CUST03871,925398.0
202401,2,CUST03518,20000000.0
202401,2,CUST03448,50000000.0
202401,2,CUST03253,696822.0
202401,2,CUST03211,1129668.0
202401,2,CUST02171,20000000.0
202401,2,CUST00767,219944.0
202401,2,CUST00675,742206.0
202401,2,CUST00353,10000000.0
202401,6,CUST03167,10000000.0
202401,7,CUST00635,20000000.0
202401,7,CUST00487,896612.0
202401,7,CUST00253,20000000.0
202401,7,CUST00087,1911592.0
202401,6,CUST04678,440793.0
202401,6,CUST04671,325656.0
202401,6,CUST04615,30000000.0
202401,6,CUST04563,10000000.0
202401,6,CUST03802,241319.0
202401,5,CUST00029,608146.0
202401,4,CUST03865,360619.0
202401,4,CUST03440,10000000.0
202401,4,CUST03302,3639184.0
202401,4,CUST03229,40000000.0
202401,4,CUST01810,724574.0
202401,3,CUST00344,809476.0
202401,8,CUST04394,404334.0
202401,8,CUST03846,303066.0
202401,8,CUST03798,10000000.0
202401,8,CUST03389,821262.0
202401,8,CUST03357,4647234.0
202401,8,CUST02982,30000000.0
202401,8,CUST02869,325768.0
202401,8,CUST02840,1225690.0
202401,8,CUST02383,249871.0
202401,8,CUST02120,772816.0
202401,8,CUST01839,30000000.0
202401,8,CUST01751,30000000.0
202401,8,CUST01544,20000000.0
202401,8,CUST01241,50000000.0
202401,8,CUST00815,40000000.0
202401,8,CUST00525,700299.0
202401,9,CUST04065,20000000.0
202401,9,CUST03863,20000000.0
202401,9,CUST03725,30000000.0
202401,9,CUST03351,20000000.0
202401,9,CUST03192,20000000.0
202401,9,CUST03145,20000000.0
202401,9,CUST02969,40000000.0
202401,9,CUST02940,445360.0
202401,9,CUST02871,10000000.0
202401,9,CUST02205,30000000.0
202401,9,CUST02109,30000000.0
202401,9,CUST01567,20000000.0
202401,9,CUST01451,599398.0
202401,9,CUST00648,20000000.0
202401,8,CUST04932,311488.0
202401,8,CUST04807,20000000.0
202401,10,CUST04024,576688.0
202401,10,CUST03726,342712.0
202401,10,CUST03682,30000000.0
202401,10,CUST03240,1440657.0
202401,10,CUST03084,20000000.0
202401,10,CUST02898,797102.0
202401,10,CUST02011,30000000.0
202401,10,CUST01953,512766.0
202401,10,CUST01946,30000000.0
202401,10,CUST01905,30000000.0
202401,10,CUST01765,364336.0
202401,10,CUST01724,412432.0
202401,10,CUST00796,20000000.0
202401,10,CUST00509,10000000.0
202401,9,CUST04552,30000000.0
202401,9,CUST04422,20000000.0
202401,11,CUST04375,20000000.0
202401,11,CUST04160,773116.0
202401,11,CUST04016,727593.0
202401,11,CUST03339,50000000.0
202401,11,CUST03224,20000000.0
202401,11,CUST02302,244316.0
202401,11,CUST02002,20000000.0
202401,11,CUST01889,20000000.0
202401,11,CUST01643,924572.0
202401,11,CUST01316,40000000.0
202401,11,CUST01173,10000000.0
202401,11,CUST00640,10000000.0
202401,11,CUST00389,50000000.0
202401,11,CUST00325,239222.0
202401,10,CUST04549,291941.0
202401,10,CUST04265,20000000.0
202401,12,CUST02276,20000000.0
202401,12,CUST01949,429162.0
202401,12,CUST01936,193582.0
202401,12,CUST01681,292236.0
202401,12,CUST01621,20000000.0
202401,12,CUST01539,10000000.0
202401,12,CUST01190,785564.0
202401,12,CUST00924,20000000.0
202401,12,CUST00753,786814.0
202401,12,CUST00740,652338.0
202401,12,CUST00651,20000000.0
202401,12,CUST00573,392600.0
202401,12,CUST00557,30000000.0
202401,11,CUST04938,698058.0
202401,11,CUST04595,189019.0
202401,11,CUST04537,20000000.0
202401,13,CUST04617,109823.0
202401,13,CUST04338,923440.0
202401,13,CUST04157,343748.0
202401,13,CUST03277,40000000.0
202401,13,CUST03231,1505744.0
202401,13,CUST02847,10000000.0
202401,13,CUST02183,453194.0
202401,13,CUST02154,10000000.0
202401,13,CUST00773,20000000.0
202401,13,CUST00604,30000000.0
202401,13,CUST00175,709292.0
202401,12,CUST04641,588184.0
202401,12,CUST04011,1342596.0
202401,12,CUST03859,10000000.0
202401,12,CUST03810,459452.0
202401,12,CUST03234,30000000.0
202401,14,CUST04364,30000000.0
202401,14,CUST03955,441573.0
202401,14,CUST03580,20000000.0
202401,14,CUST03168,40000000.0
202401,14,CUST03102,10000000.0
202401,14,CUST02120,3357070.0
202401,14,CUST01714,20000000.0
202401,14,CUST01482,20000000.0
202401,14,CUST01392,3714111.0
202401,14,CUST01030,30000000.0
202401,14,CUST00857,359906.0
202401,14,CUST00503,30000000.0
202401,14,CUST00314,10000000.0
202401,14,CUST00124,810687.0
202401,14,CUST00074,40000000.0
202401,13,CUST04883,488780.0
202401,16,CUST00966,966568.0
202401,16,CUST00715,20000000.0
202401,16,CUST00362,20000000.0
202401,16,CUST00169,50000000.0
202401,15,CUST02950,499627.0
202401,15,CUST02883,30000000.0
202401,15,CUST02008,529614.0
202401,15,CUST01892,1169781.0
202401,15,CUST01658,460954.0
202401,15,CUST01338,50000000.0
202401,15,CUST01069,2324510.0
202401,15,CUST00885,40000000.0
202401,15,CUST00722,905568.0
202401,15,CUST00557,30000000.0
202401,15,CUST00014,401983.0
202401,14,CUST04688,20000000.0
202401,17,CUST01984,40000000.0
202401,17,CUST01347,30000000.0
202401,17,CUST00995,915778.0
202401,17,CUST00894,827556.0
202401,17,CUST00584,1338972.0
202401,17,CUST00046,30000000.0
202401,16,CUST04671,1646436.0
202401,16,CUST04448,10000000.0
202401,16,CUST04355,749972.0
202401,16,CUST04312,20000000.0
202401,16,CUST04228,10000000.0
202401,16,CUST04035,1003434.0
202401,16,CUST03775,30000000.0
202401,16,CUST03550,751004.0
202401,16,CUST02399,841005.0
202401,16,CUST01378,441216.0
202401,18,CUST02192,125526.0
202401,18,CUST01833,20000000.0
202401,18,CUST01601,50000000.0
202401,18,CUST01444,10000000.0
202401,18,CUST01400,966680.0
202401,18,CUST00985,30000000.0
202401,18,CUST00844,20000000.0
202401,18,CUST00592,20000000.0
202401,17,CUST03830,354166.0
202401,17,CUST03691,20000000.0
202401,17,CUST03181,30000000.0
202401,17,CUST02539,40000000.0
202401,17,CUST02314,10000000.0
202401,17,CUST02301,298001.0
202401,17,CUST02183,20000000.0
202401,17,CUST02158,30000000.0
202401,19,CUST02383,20000000.0
202401,19,CUST02345,40000000.0
202401,19,CUST02198,399474.0
202401,19,CUST02079,40000000.0
202401,19,CUST02039,10000000.0
202401,19,CUST01858,375922.0
202401,19,CUST01011,20000000.0
202401,19,CUST00874,30000000.0
202401,19,CUST00423,20000000.0
202401,18,CUST04792,908264.0
202401,18,CUST04618,884876.0
202401,18,CUST04611,20000000.0
202401,18,CUST04059,40000000.0
202401,18,CUST03770,10000000.0
202401,18,CUST03720,1535523.0
202401,18,CUST03278,20000000.0
202401,20,CUST03046,979856.0
202401,20,CUST02363,369254.0
202401,20,CUST02171,762360.0
202401,20,CUST01952,20000000.0
202401,20,CUST01819,40000000.0
202401,20,CUST01317,701232.0
202401,20,CUST00910,20000000.0
202401,19,CUST04858,457275.0
202401,19,CUST04532,898108.0
202401,19,CUST03937,20000000.0
202401,19,CUST03509,1710940.0
202401,19,CUST03425,1334226.0
202401,19,CUST03291,30000000.0
202401,19,CUST03277,20000000.0
202401,19,CUST03019,30000000.0
202401,19,CUST02646,441794.0
202401,21,CUST01676,20000000.0
202401,21,CUST01469,50000000.0
202401,21,CUST01302,1407708.0
202401,21,CUST00635,493990.0
202401,21,CUST00634,20000000.0
202401,21,CUST00555,420729.0
202401,21,CUST00541,30000000.0
202401,21,CUST00487,359398.0
202401,21,CUST00214,904800.0
202401,20,CUST04858,20000000.0
202401,20,CUST04595,10000000.0
202401,20,CUST04584,439064.0
202401,20,CUST04020,392391.0
202401,20,CUST03899,40000000.0
202401,20,CUST03627,20000000.0
202401,20,CUST03372,40000000.0
202401,22,CUST01630,1418334.0
202401,22,CUST01451,175871.0
202401,22,CUST01382,507208.0
202401,22,CUST00911,328706.0
202401,22,CUST00733,605572.0
202401,21,CUST04857,40000000.0
202401,21,CUST04310,486512.0
202401,21,CUST04177,644509.0
202401,21,CUST03465,20000000.0
202401,21,CUST03356,10000000.0
202401,21,CUST03279,459947.0
202401,21,CUST02529,954927.0
202401,21,CUST02490,40000000.0
202401,21,CUST02474,20000000.0
202401,21,CUST02253,20000000.0
202401,21,CUST02012,20000000.0
202401,23,CUST02031,40000000.0
202401,23,CUST01922,10000000.0
202401,23,CUST01918,598740.0
202401,23,CUST01791,10000000.0
202401,23,CUST01626,30000000.0
202401,23,CUST01460,200939.0
202401,23,CUST01139,30000000.0
202401,23,CUST00804,10000000.0
202401,23,CUST00570,432603.0
202401,23,CUST00188,779010.0
202401,22,CUST04779,641336.0
202401,22,CUST04623,863270.0
202401,22,CUST04274,629758.0
202401,22,CUST03704,647206.0
202401,22,CUST02067,20000000.0
202401,22,CUST01863,20000000.0
202401,24,CUST02336,811190.0
202401,24,CUST01037,526884.0
202401,24,CUST01029,20000000.0
202401,23,CUST04641,20000000.0
202401,23,CUST04349,2823032.0
202401,23,CUST04282,30000000.0
202401,23,CUST03963,30000000.0
202401,23,CUST03720,676803.0
202401,23,CUST03446,1307478.0
202401,23,CUST02791,30000000.0
202401,23,CUST02647,10000000.0
202401,23,CUST02443,482697.0
202401,23,CUST02354,888813.0
202401,23,CUST02243,387240.0
202401,23,CUST02156,50000000.0
202401,23,CUST02068,30000000.0
202401,25,CUST04335,30000000.0
202401,25,CUST03981,20000000.0
202401,25,CUST03966,30000000.0
202401,25,CUST03681,20000000.0
202401,25,CUST03550,861176.0
202401,25,CUST02772,20000000.0
202401,25,CUST02182,30000000.0
202401,25,CUST02102,40000000.0
202401,25,CUST01576,40000000.0
202401,25,CUST00693,10000000.0
202401,25,CUST00648,20000000.0
202401,24,CUST04965,334042.0
202401,24,CUST04555,219588.0
202401,24,CUST03987,1014087.0
202401,24,CUST03162,20000000.0
202401,24,CUST02589,422844.0
202401,26,CUST03658,20000000.0
202401,26,CUST03260,487996.0
202401,26,CUST03143,30000000.0
202401,26,CUST02680,30000000.0
202401,26,CUST02532,30000000.0
202401,26,CUST02064,258919.0
202401,26,CUST01748,391673.0
202401,26,CUST01272,2774286.0
202401,26,CUST00904,529736.0
202401,26,CUST00423,403847.0
202401,26,CUST00071,257204.0
202401,25,CUST04958,20000000.0
202401,25,CUST04702,5753385.0
202401,25,CUST04649,30000000.0
202401,25,CUST04477,2207158.0
202401,25,CUST04353,1034008.0
202401,27,CUST04490,452935.0
202401,27,CUST04285,386968.0
202401,27,CUST03968,20000000.0
202401,27,CUST03636,20000000.0
202401,27,CUST02681,30000000.0
202401,27,CUST02111,271870.0
202401,27,CUST01883,40000000.0
202401,27,CUST01865,669660.0
202401,27,CUST01688,20000000.0
202401,27,CUST01593,30000000.0
202401,27,CUST01511,20000000.0
202401,27,CUST00881,443403.0
202401,27,CUST00270,30000000.0
202401,26,CUST04676,30000000.0
202401,26,CUST04182,20000000.0
202401,26,CUST03689,1388068.0
202401,29,CUST00403,1224144.0
202401,28,CUST04484,20000000.0
202401,28,CUST04362,164574.0
202401,28,CUST04129,10000000.0
202401,28,CUST03931,20000000.0
202401,28,CUST03893,20000000.0
202401,28,CUST03559,20000000.0
202401,28,CUST03472,707067.0
202401,28,CUST03079,10000000.0
202401,28,CUST02422,332552.0
202401,28,CUST02390,30000000.0
202401,28,CUST01789,594344.0
202401,28,CUST01318,30000000.0
202401,28,CUST01224,363614.0
202401,28,CUST00808,30000000.0
202401,28,CUST00347,30000000.0
202401,30,CUST00690,421002.0
202401,30,CUST00203,357502.0
202401,30,CUST00041,1139825.0
202401,29,CUST04062,30000000.0
202401,29,CUST03624,30000000.0
202401,29,CUST03105,40000000.0
202401,29,CUST02899,30000000.0
202401,29,CUST02766,496084.0
202401,29,CUST02748,381199.0
202401,29,CUST02545,10000000.0
202401,29,CUST02206,336541.0
202401,29,CUST02083,30000000.0
202401,29,CUST01952,1931932.0
202401,29,CUST01603,4827308.0
202401,29,CUST01387,604630.0
202401,29,CUST00882,1050288.0
202401,31,CUST01953,30000000.0
202401,31,CUST01012,254743.0
202401,31,CUST00860,668126.0
202401,31,CUST00131,224296.0
202401,30,CUST04886,20000000.0
202401,30,CUST04535,1357683.0
202401,30,CUST04286,121654.0
202401,30,CUST03463,1466304.0
202401,30,CUST03367,1640704.0
202401,30,CUST03321,761492.0
202401,30,CUST02284,30000000.0
202401,30,CUST02006,10000000.0
202401,30,CUST01267,50000000.0
